BID_PRICE,CONTENT,DATE,PRICE,TIME,TITLE,labels
57.85,"Giá vàng hôm nay ngày 27/10/2021 giảm 50.000/lượng. Biên độ chênh lệch mua vào bán ra từ 530.000 đến 750.000 đồng/lượng.
Giá vàng trong nước


Giá vàng SJC mua vào bán ra lần lượt là 57.850.000/lượng và 58.570.000/lượng, giảm 50.000/lượng cả 2 chiều. Mức chênh lệch mua bán 720.000/lượng
Tại Bảo Tín Minh Châu, giá vàng mua vào 57.810.000/lượng và bán ra 58.350.000/lượng. Giá chênh lệch mua bán là 530.000/lượng
Tại PNJ, giá vàng giao dịch ở 57.750.000/lượng mua vào (giảm 50.000/lượng) và 58.450.000/lượng bán ra (giảm 50.000/lượng). Mức chênh mua vào bán ra 700.000/lượng
Giá vàng tại Phú Quý giao dịch ở mức 57.750.000/lượng mua vào và 58.350.000/lượng bán ra (giảm 50.000/lượng cả 2 chiều). Mức chênh lệch mua vào bán ra là 600.000/lượng
Giá vàng tại DOJI mua vào bán ra lần lượt là 57.600.000/lượng và 58.350.000/lượng (giảm 50.000/lượng). Mức chênh lệch mua bán là 750.000/lượng.

Giá vàng thế giới



Giá vàng thế giới giao ngay ở mức 1788.54 USD/oz, giảm 0.25%, tương đương 4.55 USD
Giá vàng thế giới tương lai giao dịch ở mức 1790.0 USD/oz, giảm 3.4 USD/oz, tương đương 0.19%

Giá vàng ngày 27/10 giảm mạnh chủ yếu do đồng USD lấy lại đà phục hồi.
Đồng bạc xanh mạnh hơn trong bối cảnh thị trường bất ngờ ghi nhận niềm tin của người tiêu dùng Mỹ vượt xa kỳ vọng.

Dữ liệu được U.S. Conference Board công bố ngày 26/10 cho biết, Chỉ số Niềm tin Người tiêu dùng Mỹ đã tăng lên 113,8, so với mức 109,8 của tháng 9. Diễn biến này vượt xa kỳ vọng của các nhà kinh tế khi trước đó, các dự báo chỉ đặt kỳ vọng ở mức 108,4.",27/10/2021,58.55,08:35,Giá vàng hôm nay ngày 27/10/2021: vàng đồng loạt quay đầu giảm,decrease
55.3,"Giá vàng hôm nay ngày 25/12/2020 tiếp tục tăng từ 50.000 đến 100.000 đồng/lượng. Biên độ chênh lệch mua vào bán ra từ 450.000 đến 600.000 đồng/lượng.
Giá vàng trong nước


Giá vàng SJC tăng 50.000/lượng cả 2 chiều lên mức 55.350.000/lượng mua vào và 55.870.000/lượng bán ra. Mức chênh mua vào bán ra 520.000/lượng
Tại Bảo Tín Minh Châu giá vàng chưa có sự điều chỉnh so với hôm trước, hiện vẫn niêm yết ở mức 55.300.000/lượng mua vào và 55.750.000/lượng bán ra. Giá chênh mua bán duy trì ở 450.000/lượng
Giá vàng tại PNJ cũng chưa có sự điều chỉnh, hiện vẫn niêm yết ở mức 55.250.000/lượng mua vào và 55.800.000/lượng chiều bán. Chênh lệch mua vào bán ra 550.000/lượng
Giá vàng Phú Quý mua vào ở mức 55.300.000/lượng chiều mua, bán ra ở mức 55.800.000/lượng, tăng 50.000/lượng cả 2 chiều. Chênh lệch mua vào bán ra là 500.000/lượng
Công ty VBĐQ DOJI tăng 50.000/lượng cả 2 chiều lên mức55.250.000/lượng mua vào và 55.850.000/lượng bán ra. Chênh lệch mua bán là 600.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay ở mức 1878.97 USD/oz, không thay đổi so với hôm trước so thị trường đóng cửa nghỉ lễ
Giá vàng thế giới tương lai giao dịch ở mức 1883.2 USD/oz, tăng 5.1 USD/oz, tương đương 0.27%

Giới đầu tư cho rằng nền kinh tế lớn nhất thế giới sẽ còn nhiều khó khăn trong 2021, đòi hỏi Chính phủ Mỹ phải tung thêm các gói kích cầu bằng cách bơm tiền vào nền kinh tế. Điều này sẽ gia tăng áp lực lên đồng USD khiến cho đồng bạc xanh yếu đi, có lợi cho sự tăng giá của vàng.
Theo Margaret Yang, chiến lược gia tại DailyFX “Giá vàng có xu hướng tăng ngắn hạn, được hỗ trợ bởi sự yếu đi của đồng USD và lo ngại Anh phát hiện biến thể virus SARS-CoV-2 mới có thể làm “chệch” hướng phục hồi kinh tế, bên cạnh yếu tố tác động có thể từ các gói kích thích kinh tế khác”.",25/12/2020,55.8,08:40,Giá vàng hôm nay ngày 25/12/2020: vàng tiếp tục tăng,increase
48.4,"Giá vàng ngày 9/6/2020 ghi nhận biến động cả 2 chiều tăng và giảm ở các tổ chức vàng lớn. Mức chênh lệch giá mua vào bán ra từ 120.000 đến 370.000/lượng.
Giá vàng trong nước


Giá vàng tại SJC giảm 30.000/lượng cả 2 chiều về mức 48.320.000/lượng mua vào và 48.690.000/lượng bán ra. Giá chênh lệch mua vào bán ra là 370.000/lượng
Giá vàng tại Bảo Tín Minh Châu giao dịch ở mức 48.340.000/lượng mua vào (tăng 20.000/lượng so với hôm qua) và 48.490.000/lượng bán ra (giảm 30.000/lượng). Mức chênh lệch mua vào bán ra ở mức 150.000/lượng
Tại hệ thống PNJ, giá vàng tăng 50.000/lượng cả 2 chiều lên mức 48.350.000/lượng mua vào và 48.600.000/lượng bán ra, chênh lệch 250.000/lượng mua vào bán ra
Giá vàng tại tập đoàn Phú Quý niêm yết ở mức 48.300.000/lượng mua vào và 48.500.000/lượng bán ra, không thay đổi so với hôm qua. Giá chênh lệch mua vào bán ra duy trì ở mức 200.000/lượng
Tập đoàn DOJI giao dịch giá vàng mua vào bán ra lần lượt là 48.360.000 và 48.480.000/lượng, tăng 60.000/lượng chiều mua vào và giảm 20.000/lượng chiều bán ra. Mức chênh lệch giá mua bán là 120.000/lượng

Giá vàng thế giới

Giá vàng thế giới giao ngay giao dịch ở mức 1.703 USD/ounce, tăng 20 USD so với phiên giao dịch hôm qua. Giá vàng kì hạn tháng 8/2020 đã tăng 15,8 USD/oz lên mức 1.698,60 USD.
Giá vàng thế giới tăng nhờ vào sự kì vọng từ chính sách tiền tệ ổn định từ FED và xu hướng đầu tư vào các tài sản có ""giá hời"" của giới đầu tư, sau khi giá vàng rơi xuống mức thấp nhất trong một tháng gần đây vào cuối tuần trước.",09/06/2020,48.75,08:35,Giá vàng ngày 9/6/2020: biến động nhẹ,increase
56.0,"Giá vàng hôm nay lúc 08h56 ngày 31/8/2020 lên mức 57 triệu với mức tăng từ 150.000 đến 450.000 đồng/lượng. Biên độ chênh lệch giá vàng mua vào bán ra từ 600.000 đến 970.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC tăng 300.000/lượng lên mức 56.100.000/lượng chiều mua, trong khi đó chiều bán tăng 150.000/lượng lên mức 57.070.000/lượng. Giá chênh mua bán là 970.000/lượng
Giá vàng tại Bảo Tín Minh Châu mua vào ở mức 56.050.000/lượng, bán ra ở mức 56.740.000/lượng, không thay đổi so với hôm qua. Mức chênh lệch mua vào bán ra là 690.000/lượng
Tại PNJ, giá vàng mua vào bán ra lần lượt là 56.150.000 và 57.000.000/lượng, tăng 450.000/lượng chiều mua và 300.000/lượng chiều bán. Chênh lệch mua bán là 850.000/lượng
Tập đoàn Phú Quý giao dịch vàng quanh mức 56.200.000 mua vào (tăng 300.000/lượng) và 56.900.000/lượng bán ra (tăng 150.000/lượng). Biên độ chênh lệch mua bán là 700.000/lượng
Tại DOJI, giá vàng mua vào ở mức 56.200.000/lượng, bán ra ở mức 56.800.000/lượng, tăng 200.000/lượng chiều mua và không đổi chiều bán. Giá chênh mua vào bán ra ở mức 600.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay giao dịch quanh mức 1971.48 USD/oz, tăng 6.98 USD/oz, tương đương 0.36%
Giá vàng thế giới tương lai giao dịch ở mức 1979.1 USD/oz, tăng 4.2 USD/oz, tương đương 0.21%

Trong bài phát biểu gần đây của Jerome Powell Chủ tịch Fed, Fed sẵn sàng cho phép lạm phát tăng nóng hơn bình thường, vượt trên ngưỡng mục tiêu 2% trong một thời gian, nhằm hỗ trợ thị trường lao động và nền kinh tế Mỹ. Theo đó, Fed sẽ giữ chính sách tiền tệ lỏng trong một thời gian nữa.
Môi trường lãi suất cực thấp, chính sách tiền tệ siêu lỏng, nguy cơ lạm phát cao và đồng USD suy yếu đang là các yếu tố thúc đẩy giá vàng tiếp tục tăng.",31/08/2020,56.95,08:40,Giá vàng hôm nay ngày 31/8/2020: tăng lên 57 triệu trong phiên đầu tuần,increase
74.2,"Tình trạng bạo lực gia tăng ở Trung Đông hôm nay đã hỗ trợ giúp giá vàng tăng, thoát đáy 5 tuần. 
Thời điểm 8h45 sáng nay ngày 19/1 theo giờ Việt Nam, giá vàng thế giới đứng ở mức 2.024 USD/ounce, tăng mạnh 15 USD/ounce so với cùng giờ sáng qua. 
Tình trạng bạo lực gia tăng ở Trung Đông hôm nay đã hỗ trợ giúp giá vàng tăng, thoát đáy 5 tuần. Vào ngày 17/1, Chính phủ Mỹ đã đưa lực lượng Houthi ở Yemen trở lại danh sách các nhóm khủng bố khi lực lượng này tiếp tục tiến hành các cuộc tấn công các tàu thương mại và quân sự. Theo chiến lược gia thị trường cấp cao Daniel Pavilonis của RJO Futures, trong cảnh nhiều bất ổn, giá vàng sẽ được giữ vàng ở mức trên 2.000 USD/ounce.
Ngoài yếu tố bất ổn, những đồn đoán xung quanh thời điểm cắt giảm lãi suất của Cục Dự trữ Liên bang Mỹ (Fed) cũng đang tác động đến hướng đi của vàng. Trong những ngày qua, giá vàng đi ngang hoặc giảm sâu do một loạt quan chức Cục Dự trữ liên bang Mỹ (Fed) cho rằng, hiện vẫn còn quá sớm để Mỹ hạ lãi suất. Lạm phát vẫn ở mức cao, còn một khoảng cách xa mới có thể về lại mục tiêu 2%, do đó Fed nên duy trì chính sách tiền tệ thắt chặt thêm một thời gian nữa để đảm bảo giá cả hàng hóa dịch vụ không tăng mạnh trở lại.
Trong triển vọng năm 2024 được công bố gần đây, các nhà phân tích tại AuAg Funds cho biết, họ kỳ vọng giá vàng sẽ tăng 20% trong năm nay, đẩy thị trường vượt qua mức 2.400 USD/ounce.
Công ty đầu tư có trụ sở tại Thụy Điển kỳ vọng sự thay đổi trong chính sách tiền tệ của Fed sẽ thúc đẩy sự phục hồi của kim loại quý. “Chúng tôi tin các ngân hàng trung ương sẽ từ bỏ việc tăng lãi suất và áp dụng quan điểm chính sách phù hợp hơn vào năm 2024, điều này sẽ thúc đẩy giá vàng tăng đáng kể trong tương lai gần”, các nhà phân tích viết trong báo cáo.


Tại thị trường trong nước, mở cửa phiên giao dịch sáng nay, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 74,3 - 76,82 triệu đồng/lượng, tăng 300.000 đồng/lượng cả hai chiều so với chốt phiên gần nhất.
Vàng Doji HCM niêm yết giá vàng ở mức 74,25 - 76,75 triệu đồng/lượng, tăng 300.000 đồng/lượng cả hai chiều so với chốt phiên liền trước.
Công ty Cổ phần Vàng Bạc Đá quý Phú Nhuận (PNJ) niêm yết giá vàng SJC tại thị trường Hà Nội ở mức 74 -76,3 triệu đồng/lượng. Giá vàng nhẫn niêm yết ở mức 62,35 - 63,55 triệu đồng/lượng, tăng 50.000 đồng/lượng so với chốt phiên hôm qua.
Phú Quý SJC đang niêm yết vàng miếng SJC với giá 74,3 - 76,7 triệu đồng/lượng, tăng 350.000 đồng/lượng cả hai chiều so với chốt phiên hôm trước.

Giá vàng nhẫn tăng bền bỉ 10 triệu đồng/lượng sau 1 năm, sát mốc 64 triệu đồng/lượng. Chênh lệch mua vào - bán ra vàng nhẫn chỉ khoảng từ 500.000 - 1,1 triệu đồng/lượng. Dưới đây là những mốc biến động đáng chú ý nhất của giá vàng nhẫn.",19/01/2024,76.7,08:30,Giá vàng hôm nay 19/1: Vàng trong nước và thế giới kéo nhau tăng mạnh,increase
55.75,"Giá vàng hôm nay ngày 19/11/2020: Mở cửa phiên giao dịch ngày hôm nay, giá vàng tỏ ra nhạy cảm trước các thông tin về vắc-xin Covid19 trên thế giới, điều mà khiến cho các giới đầu tư bán tháo để chạy khỏi vàng. 

Giá vàng trong nước


Sáng nay vàng bạc đá quý (SJC) đang niêm yết giá là 55.750.000/lượng mua vào và 56.220.000/lượng bán ra. Giảm 50.000/lượng mua vào và 100.000/lượng bán ra. Số chêch lệch mua bán là 470.000/lượng.
Bảo Tín Minh Châu  đang có giá vàng mua vào đang ở mức 55.830.000/lượng và bán ra ở mức 56.100.000/lượng. Mức chênh lệch mua bán hiện nay là 270.000/lượng.
Công ty PNJ đang niêm yết giá mua vào và bán ra lần lượt là 55.800.000/lượng và 56.200.000/lượng. Giảm 50.000/lượng đối với cả hai chiều mua vào và bán ra. Chênh lệch mua bán hiện nay là 400.000/lượng.
Với Tập đoàn Phú Quý  mức giá niêm yết là 55.800.000/lượng mua vào và 56.100.000/lượng bán ra. Mức chênh lệch mua bán hiện nay là 300.000/lượng.
Vàng bạc đá quý DOJI đang niêm yết giá cụ thể: mua vào là 55.830.000/lượng và 56.150.000/lượng cho bán ra. Ngưỡng chênh lệch hai chiều mua và bán là 320.000/lượng.



Giá vàng thế giới




 

Giá vàng thế giới giao ngay theo cập nhật mới nhất đang ở mức 1871.49USD/oz, tương đương – 0.04%
Giá vàng thế giới tương lai có giao dịch ở mức 1869.9USD/oz, tương đương – 0.21%













Tính tới thời điểm hiện tại, có nhiều doanh nghiệp đã công bố các loại vaccine có hiệu quả cao. Tuy nhiên, các nước sẽ cần thêm nhiều tháng nữa trước khi tốc độ lây lan chậm lại.
Giới phân tích nhận định diễn biến Covid-19, thông tin về vắc-xin sẽ là các yếu tố tác động xu hướng của giá vàng. Bằng chứng là từ ngày 9-11 đến nay, khi các hãng dược phẩm Pfizer Inc., Moderna Inc. lần lượt 3 lần công bố kết quả phát triển về vắc-xin ngày càng tích cực, giá vàng đều có một số thời điểm lao xuống dốc.

Từ đó, giới đầu tư nghĩ thời điểm này nắm giữ vàng có thể rủi ro. Vì thế, họ thường ồ ạt bán ra ngay khi tin tốt về vắc-xin được công bố làm giá vàng không có cơ hội đi lên.

Vàng được coi là hàng rào chống lạm phát và giảm giá tiền tệ, đã tăng 23% trong năm nay, hưởng lợi từ kích thích trên toàn cầu và lãi suất gần bằng 0. Việc Cục Dự trữ Liên bang Mỹ tiếp tục nỗ lực nhằm kích động kì vọng lạm phát tăng cao sẽ ngăn tỉ giá thực xuống sâu hơn vào vùng tiêu cực. Điều này sẽ tiếp tục thúc đẩy sự thèm muốn đầu tư vào kim loại quí, vốn đang bị tìm cách tránh xa tỉ giá thực ngày càng âm.

Chứng khoán Mỹ tăng trong bối cảnh giới đầu tư đánh cược vào khả năng Cục Dự trữ Liên bang Mỹ (Fed) sẽ tăng mua nợ của chính phủ trong những tuần tới để chống lại nguy cơ suy thoái kinh tế do số ca mắc Covid-19 tăng đột biến.
Giá vàng giảm còn do chứng khoán Mỹ tăng trong bối cảnh giới đầu tư đánh cược vào khả năng Cục Dự trữ Liên bang Mỹ (Fed) sẽ tăng mua nợ của chính phủ trong những tuần tới để chống lại nguy cơ suy thoái kinh tế do số ca mắc COVID-19 tăng đột biến.

Bên cạnh đó, chỉ số USD tiếp tục đà tăng cũng được coi là yếu tố ảnh hưởng tiêu cực đến giá vàng. Ngoài ra, thị trường vàng được dự báo vẫn có thể giảm mạnh bởi doanh số bán lẻ trong tháng 10 của Mỹ chỉ tăng 0,3% - mức tăng chậm nhất trong 6 tháng qua.",19/11/2020,56.2,13:00,"Giá vàng hôm nay ngày 19/11: Vàng không còn nhiều hy vọng, giới đầu tư bán tháo",decrease
56.15,"Giá vàng hôm nay ngày 29/1/2021 giảm 50.000 đồng/lượng. Biên độ chênh lệch mua vào bán ra từ 280.000 đến 520.000 đồng/lượng.
Giá vàng trong nước



Tại SJC, giá vàng chưa có sự điều chỉnh, hiện vẫn giao dich ở mức 56.150.000/lượng mua vào và 56.670.000/lượng bán ra. Giá chênh mua bán 520.000/lượng
Tại Bảo Tín Minh Châu, giá vàng mua vào 56.320.000/lượng và bán ra 56.600.000/lượng. Mức chênh lệch mua bán là 280.000/lượng
Tại PNJ, giá vàng tăng 50.000/lượng lên mức 56.100.000/lượng mua vào và 56.600.000/lượng bán ra. Biên độ chênh mua vào bán ra 500.000/lượng
Tập đoàn Phú Quý mua vào ở mức 56.250.000/lượng và bán ra ở mức 56.500.000/lượng, giảm 50.000/lượng chiều mua và không thay đổi chiều bán. Mức chênh lệch mua vào bán ra là 400.000/lượng
Giá vàng tại DOJI mua vào bán ra lần lượt là 56.150.000/lượng và 56.650.000/lượng. Mức chênh lệch mua bán là 500.000/lượng

Giá vàng thế giới



Giá vàng thế giới giao ngay ở mức 1843.90 USD/oz, tăng 0.12%, tương đương 2.16 USD
Giá vàng thế giới tương lai giao dịch ở mức 1845.5 USD/oz, tăng 4.3 USD/oz, tương đương 0.23%

Theo giới phân tích, khi nền kinh tế thế giới vẫn còn đang chịu tác động nặng nề do dịch bệnh, những biện pháp giãn cách xã hội đang được áp dụng tại nhiều quốc gia để kiểm soát dịch bệnh tiếp tục gây thiệt hại đối với nền kinh tế. Điều này khiến cho các kênh đầu tư vào USD trở nên hấp dẫn hơn đối với các nhà đầu, giúp đồng tiền này tăng giá mạnh. Tuy nhiên, mối quan hệ giữa USD và vàng luôn trái chiều. Khi USD tăng giá đồng nghĩa giá vàng chịu áp lực đi xuống và ngược lại.",29/01/2021,56.65,09:55,Giá vàng hôm nay ngày 29/1/2021: vàng đang chững lại,decrease
55.7,"Giá vàng hôm nay ngày 23/9/2020 biến động từ giảm 150.000 đến tăng 50.000 đồng/lượng. Chênh lệch mua vào bán ra từ 320.000 đến 470.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC tăng 50.000/lượng cả 2 chiều lên mức 55.750.000/lượng mua vào và 55.750.000/lượng bán ra. Chênh lệch mua bán là 470.000/lượng
Giá vàng tại BTMC mua vào ở mức 55.780.000/lượng (giảm 20.000/lượng), bán ra ở mức 56.100.000/lượng (giảm 100.000/lượng). Giá chênh mua bán 320.000/lượng
Hệ thống PNJ giảm 100.000/lượng chiều mua về mức 55.700.000/lượng, chiều bán giảm 50.000/lượng về mức 56.150.000/lượng. Mức chênh mua bán là 450.000/lượng
Công ty Phú Quý mua vào bán ra lần lượt là 55.750.000 và 56.100.000/lượng, giảm 50.000/lượng chiều mua và 100.000/lượng chiều bán. Chênh lệch mua vào bán ra là 350.000/lượng
Tập đoàn DOJI mua vào ở mức 55.700.000/lượng, bán ra ở mức 56.100.000/lượng, giảm 50.000/lượng chiều mua và 150.000/lượng chiều bán. Mức chênh mua bán là 400.000/lượng

Giá vàng thế giới


Giá vàng thế giới giao ngay niêm yết ở mức 1899.53 USD/oz, giảm 0.01%, tương đương 0.21 USD/oz
Giá vàng thế giới tương lai giao dịch ở mức 1905.8 USD/oz, tăng 0.08%, tương đương 1.5 USD/oz

Giá vàng thế giới hôm qua giảm sâu, có lúc chỉ còn 1.893 USD/oz, giảm 60 USD/oz so với phiên giao dịch cuối tuần trước. Vàng tụt dốc mạnh trong bối cảnh thị trường chứng khoán thế giới bị bán tháo.
Theo Credit Suisse, vàng giảm mạnh xuống dưới ngưỡng 1.900 USD/ounce trong 1-2 phiên gần đây là do cổ phiếu bị bán tháo trên diện rộng. Theo phân tích kỹ thuật, ngưỡng hỗ trợ gần nhất là 1.897 USD/ounce.
Tuy nhiên, theo Credit Suisse xu hướng tăng dài hạn của vàng vẫn còn tiềm năng do đồng USD nằm trong xu hướng giảm, lợi tức thực của trái phiếu chính phủ ở mức thấp.",23/09/2020,56.15,09:30,Giá vàng hôm nay ngày 23/9/2020: biến động nhẹ,decrease
67.75,". Giá vàng thế giới bật tăng ngay sau khi có thông tin fed tăng lãi suất mạnh nhất kể từ năm 1994.
 thời điểm 8h55 sáng nay 16/6 theo giờ việt nam, giá vàng thế giới đứng ở mức 1.830 usd/ounce, tăng 13 usd/ounce so với cùng giờ sáng qua. 
 giá kim loại quý bật tăng nhờ đồng usd và lợi suất trái phiếu chính phủ mỹ đi xuống sau khi cục dự trữ liên bang mỹ ( fed ) thông báo tăng lãi suất tham chiếu thêm 0,75%. đây là mức tăng lãi suất mạnh nhất kể từ năm 1994.
 trong tuyên bố của mình, fed cũng cảnh báo về các rủi ro kinh tế, đồng thời báo hiệu các đợt tăng lãi suất tích cực hơn nữa trong suốt thời gian còn lại của năm để đạt mục tiêu đưa lạm phát về mức 2%.
 phát biểu sau cuộc họp, chủ tịch fed jerome powell cho rằng việc tăng lãi suất liên tục sẽ là phù hợp. Tốc độ sẽ tiếp tục phụ thuộc vào dữ liệu sắp tới được công bố và triển vọng phát triển của nền kinh tế. ông nhấn mạnh, mức tăng 50 điểm cơ bản hoặc 75 điểm cơ bản là rất có thể xảy ra tại cuộc họp tiếp theo.
 tuy nhiên, tai wong, nhà phân tích kim loại độc lập tại new york cho biết:""đà tăng của vàng sẽ bị hạn chế trong môi trường lãi suất tăng cao. Vùng 1.880-1.900 usd sẽ rất khó bứt phá"". Lãi suất cao sẽ khiến công cụ không trả lãi như vàng kém hấp dẫn, dù vàng thường được dùng để phòng trừ lạm phát.
 cũng trong hôm qua, ngân hàng trung ương châu âu ( ecb ) đã mở một cuộc họp khẩn cấp để""thảo luận về các điều kiện thị trường hiện tại"". Lo lắng đối với các nhà hoạch định chính sách hiện nay là việc định giá lại một cách nhanh chóng các tài sản tài chính của khu vực đồng euro.
 lợi suất trái phiếu chính phủ tại eurozone đã tăng mạnh kể từ khi ecb công bố kế hoạch nâng lãi suất vào tháng bảy và tháng chín để kiềm chế lạm phát. Trong đó, các nền kinh tế yếu hơn trong khu vực là ý, tây ban nha và hy lạp đã chứng kiến ​​lợi suất trái phiếu chính phủ tăng đột biến.
 nhiều người cho rằng hiện tượng trái phiếu trên thị trường châu âu mất giá thể lan rộng thành một cơn bão và điều này sẽ có lợi cho thị trường vàng.


 ở thị trường trong nước, mở cửa phiên giao dịch sáng nay, công ty vàng bạc đá quý sài gòn niêm yết giá vàng sjc mua vào bán ra ở mức 67,75-68,57 triệu đồng/lượng, tăng 100.000 đồng/lượng so với chốt phiên hôm qua.
 vàng doji niêm yết giá vàng ở mức 67,65-68,45 triệu đồng/lượng, tăng 150.000 đồng/lượng so với chốt phiên gần nhất.
 phú quý sjc niêm yết giá vàng ở mức 67,75-68,55 triệu đồng/lượng, tăng 200.000 đồng/lượng so với chốt phiên trước.

 giá vàng thế giới đã có lúc giảm xuống đáy 1 tháng. So với hôm qua, giá vàng hôm nay vẫn tiếp tục xu hướng giảm.",16/06/2022,68.55,08:50,"Giá vàng hôm nay 16/6: Fed tăng lãi suất mạnh nhất trong 28 năm, giá vàng bật tăng",increase
72.7,"Giá vàng tiếp tục tăng như lên đồng. Vàng trong nước và thế giới đều được điều chỉnh mạnh.
Thời điểm 8h45 sáng nay ngày 4/12 theo giờ Việt Nam, giá vàng thế giới đứng ở mức 2.087 USD/ounce, tăng mạnh 15 USD/ounce so với chốt phiên tuần trước. Sáng sớm nay, đã có lúc giá quý kim tăng vọt lên tới 2.149 USD/ounce, mức giá cao nhất trong lịch sử giao dịch của thị trường vàng. Tuy nhiên, chỉ vài phút sau đó, giá vàng đã quay đầu giảm về vùng giá dưới 2.100 USD.
Giá kim loại quý tăng cao kể từ khi nhận xét từ Chủ tịch Cục Dự trữ Liên bang Mỹ (Fed) Jerome Powell đã làm tăng niềm tin của các nhà giao dịch rằng Ngân hàng Trung ương Mỹ đã hoàn tất việc thắt chặt chính sách tiền tệ và có thể cắt giảm lãi suất từ tháng 3 năm sau.
Trong bài phát biểu của mình, ông Powell nói rằng Fed hiện vẫn chưa nghĩ đến việc hạ lãi suất. Tuy nhiên, các nhà phân tích cho rằng, rõ ràng là Fed sẽ không tăng lãi suất khi nền kinh tế bắt đầu chậm lại. Điều này sẽ khiến giá vàng tiếp tục tăng mạnh trong thời gian tới.
Naeem Aslam, Giám đốc đầu tư của Zaye Capital Markets, cho biết đây có thể là khởi đầu cho một bước chuyển lớn hơn đối với vàng với “những ngày tươi sáng phía trước”. Aslam cho rằng, có nhiều khả năng là Fed sẽ cắt giảm lãi suất vào cuối quý 1 năm tới. Tuy nhiên, mối đe dọa lạm phát vẫn còn dai dẳng, vì thế nếu các báo cáo tới đây không cho thấy chỉ số giá tiêu dùng (CPI) về mức 3% hoặc thấp hơn, Fed có thể sẽ giữ lãi suất ở mức hiện tại cho đến hết quý 2 năm sau.
Ngoài ra, vàng đang được hỗ trợ mạnh bởi yếu tố mùa vụ. Theo thống kê trong 6 năm qua, vàng luôn tăng trong dịp Giáng sinh.
Tuy vậy, một số nhà phân tích khuyên các nhà đầu tư nên thận trọng với vàng ở các mức này và không nên đuổi theo thị trường. Barbara Lambrecht, nhà phân tích hàng hóa của Commerzbank, nói rằng giá vàng có thể sẽ bị hạn chế trước khi báo cáo bảng lương phi nông nghiệp sẽ được công bố vào thứ 6 tới. Lambrecht nói rằng, báo cáo thị trường lao động cuối tuần này có thể kích hoạt đợt điều chỉnh của vàng.


Ở thị trường trong nước, mở cửa phiên giao dịch sáng nay, vàng tiếp tục ""cơn điên"" tăng giá. Các thương hiệu đồng loạt điều chỉnh giá vàng tăng mạnh.
Cụ thể, Công ty Vàng bạc đá quý Sài Gòn niêm yết giá vàng SJC mua vào bán ra ở mức 73 - 74,42 triệu đồng/lượng, tăng 300.000 đồng/lượng chiều mua vào và 400.000 đồng/lượng chiều bán ra so với chốt phiên tuần qua.
Vàng Doji HN niêm yết giá vàng ở mức 73 - 74,5 triệu đồng/lượng, tăng 700.000 đồng/lượng chiều mua vào và 500.000 đồng/lượng chiều bán ra bán ra so với chốt phiên hôm qua.
Công ty Cổ phần Vàng Bạc Đá quý Phú Nhuận (PNJ) niêm yết giá vàng SJC tại thị trường Hà Nội ở mức 73,2 -74,7 triệu đồng/lượng, tăng 500.000 đồng/lượng chiều mua vào và 700.000 đồng/lượng chiều bán ra so với chốt phiên gần nhất. Giá vàng nhẫn niêm yết ở mức 61,9 - 63,1 triệu đồng/lượng, tăng 300.000 đồng/lượng cả hai chiều.
Phú Quý SJC đang thu mua vàng miếng với giá 72,9 - 74,3 triệu đồng/lượng mua vào - bán ra, tăng 150.000 đồng/lượng chiều mua vào và 500.000 đồng/lượng chiều bán ra so với chốt phiên liền trước.

Trong “cơn điên”, giá vàng liên tục lập đỉnh, xô đổ kỷ lục đã được thiết lập vào tháng 3/2022 lên mức 74,6 triệu đồng/lượng vào ngày 29/11, liệu giá vàng có thể lên...",04/12/2023,74.0,08:30,"Giá vàng hôm nay 4/12: Tăng dựng đứng, thiết lập kỷ lục mới cao nhất trong lịch sử",increase
